,rating,employee_type,review,pros,cons,date,job title
2244,1.0,"Former Employee, less than 1 year",Terrible company culture,Benefits are okay and PTO is given upfront but if you leave or get fired before accruing the PTO used then you owe them the money back which is fair.,The culture is very black and white with this bank. Their is no bonding with coworkers allowed and they expect you to be strictly business and read verbatim to customers what they tell you too. The job security is also very weak here. They recently decided to downsize and either move employees to other branches or simply fire them. It makes the customer service awful with longer wait times for customers and also they’ve made some decisions that hurt the customers financially all to protect their own profits. Be prepared to constantly file customers complaints because you will get them all day long. They’ve also claimed to get rid of sales goals but the pressure is still there and threaten to fire you if you don’t sell enough. This bank doesn’t care about its employee or customers.,2021-08-01, Personal Banker
2245,5.0,Current Employee,Good company to work for and bank with,Has Good work moral and team support,Working long hours sometimes that weren't scheduled,2021-06-23, Personal Banker
2246,5.0,Current Employee,Customer,Good easy fast pace and friendly,Strict no phones allowed and,2021-06-23, Customer Support Specialist
2247,5.0,Current Employee,Awesome Company to work for,"Great Culture, great benefits, and team members are supportive and want to help you succeed",Once you are in a position the required years in that position to be considered for promotion are too long.,2021-06-23, Cooperate Security Officer
2248,4.0,Current Employee,"Getting better, but can't get out of their own way.",A lot of work to do...,not a lot of qualified people to do it...,2021-06-26, Senior Data Management Consultant
2249,3.0,"Current Employee, more than 5 years",Hardworking people are taken advantage of by management.,"Good pay, good benefits, promote from within, new customer minded focus",More and more work for the same pay. Extremely hard to hold people accountable. Bad management habits allowed to flourish.,2021-07-10, Service Manager
2250,3.0,"Former Employee, more than 3 years",More work less pay,Building relationships with clients as a personal banker is great,You’re paid for one job but have multiple,2021-07-11, Personal Banker
2251,3.0,"Current Employee, more than 1 year",upper Management isn't the best,the location I work in has great teamwork,"consistent changes in the company, unreasonable expectations from upper management without any help or giudens",2021-07-11, PartTime Teller
2252,1.0,"Current Employee, more than 1 year",Harder than it should be,You get a paycheck for the job that you do. At the end of the day a paycheck is a paycheck.,"The particular department doesn't seem to know what its doing. I will say that I've heard from other employees that it is slowly an issue with this department, but it is not run well. You feel like you have your hands tied behind your back and you can't really help the customers that call in. You get cussed out every day and no time to really decompress. Every second of your day is measured, including bathroom breaks and you're not able to walked away or hang up on disruptive customers. You are expected to take everything coming your way and it takes a mental toll. What makes it worse is that despite knowing the mental struggle that this can have on people, management treats it as it helps weed out the weak that shouldn't be in the company.",2021-08-01, Account Resolution Specialist
2253,2.0,Former Employee,Just OK,Lots of vacation time and paid federal holidays,no growth opportunities between entry level and senior executive,2021-07-10, Treasury Analyst
2254,2.0,"Former Employee, more than 3 years",Sales Focused and Little More,"Convenience since there are branch locations everywhere.
Clear incentive programs.","Highly sales driven environment. 
Large company, so you never know whom to reach out to when you're in need of support. 
High turnover rates.",2021-07-11, Bank Teller
2255,2.0,"Current Employee, more than 5 years",Still old school mentality,Base salary is good and above average for the industry.,In the mid west the Wells Fargo Advisory brand is still very old school white male dominant with that mentality.,2021-07-11, Financial Advisor
2256,2.0,"Former Employee, more than 5 years",Down hill,Depends on the team you work foe you can be highly compensated.,Too big of a company where you are just a blip. They nickel and dime benefits.,2021-07-11, Registered Client Associate
2257,2.0,Current Employee,Just ok,"Pay and bonus structure for management 
Diverse","No job security
Not easy to advance",2021-07-11, Anonymous Employee
2258,5.0,Current Employee,Great place to work,A lot of benefits. I lot of opportunities to grow,At the moment Short staffing do to the pandemic,2021-06-22, Anonymous Employee
2259,5.0,Current Employee,Love it,Great company with a lot of opportunities,Took a while to get hired on,2021-06-22, Operations Specialist III
2260,4.0,"Current Employee, more than 10 years","Very professional company with good work life balance, lot of passion for technology and customer service",iTechnology savvy in spite of being financial institution and very open environment,"There is a perception about the technical people that work in the bank that they cannot match the skills in other tech companies. However, thats a wrong perception.",2021-06-25, Software Engineering and Quality Engineering Director
2261,3.0,Current Employee,Used to be a great place to work,"Great coworkers, fair wages, good benefits","Toxic culture, no growth opportunities for existing employees, new employees limited to those located in certain “hub” cities, requiring all employees to go to the office in September and not grandfathering in employees who had manager approval/telecommuting agreements in place, long hours are expected, lots of really talented, knowledgeable employees leaving.",2021-07-07, Financial Crimes Manager
2262,3.0,"Former Employee, more than 5 years",Could be better,"The friendly community of people you work with,",Working weekends and no work life balance,2021-07-09, Service Manager
2263,3.0,Current Employee,Great as student,Close early Saturday and off sundays,Difficulty for flexible hours or schedule,2021-07-10, Teller
