,rating,employee_type,review,pros,cons,date,job title
7392,1.0,"Former Employee, more than 1 year",Yikes,"Fun, fast paced, potential to make tons of money if you are able to keep your head on straight.","People are constantly angry at you because the third party reps that they use give wrong information, or transfer customers around endlessly. Although the customer is threatening to leave the company or even move some where were we do not offer service, we are required to sell them on our products. They keep changing the comp plan resulting in top sales reps to loose over 1000$ monthly.",2015-09-30, Sales COE2
7393,1.0,"Current Employee, more than 3 years",CAE sales on the phone - Plymouth MI,"Pro commissions, overtime, discounted cable",They are open every day of the year.  It is not a family oriented company when you are on the phones.  They have unrealistic sales quotas.  Some of the supervisors are unable to help you with computer issues. Some of the supervisors are extremely difficult to work with.  You are treatd poorly by management. STRESSFUL!!!,2015-10-02, Comcast Sales Representative
7394,4.0,Current Employee,Good Company,"Free cable
Paid tuition
Discounted universal tickets","Too big
Cannot switch jobs easily",2015-10-21, Anonymous Employee
7395,5.0,Current Employee,CSC,Great Benefits & Great Opportunities,Hours not consistent with work balance,2015-10-25, Sales Consultant
7396,4.0,Current Employee,Account Manager,Comcast has a very great organization & culture.,Outbound environment needs help. Not a lot of advancement.,2015-10-27, Anonymous Employee
7397,3.0,"Current Employee, more than 1 year",Ad Copy Coordinator,"Benefits, discounted tv, internet and phones services. The employee stock buy program is pretty amazing and the fact that Comcast leads the market in telecommunications.",The frequent policy and organizational changes put employees in constant fear of their jobs. The rigid hour hours forces you to miss family events.,2015-10-29," Ad Copy Coordinator I, Traffic(Copy/Log)"
7398,4.0,"Current Employee, more than 5 years",Sales Development Manager,My Co-workers are the best,Compensation plan is a bit below average for this postion,2015-12-07, Sales Development Manager
7399,4.0,Current Employee,Great Company,"Great Benefits, Fortune 100 , Stock , Health Care , Free cable","Too Big and disorganized , miscommunication at times",2015-12-28, 
7400,4.0,Current Employee,Worth a Try,Friendly atmosphere Technology focused many business units,Heavily decentralized some cliques are apparent some of the workforce is transient,2016-01-11, QA Manager
7401,3.0,Former Employee,My time for 3 years...,I think it was mostly stuff that was great and things were fun there all the time. I would definitely go back given the chance.,Sometimes they don't work well with you on your sales goals it could be very confusing. I don't know much about the inner workings.,2016-03-05, 
7402,4.0,"Current Employee, more than 5 years",Supervisor Customer Care,"Great culture, rewards and recognition. Great benefits. Pay is also very competitive",Long hours and little help from management,2016-03-09, Supervisor
7403,4.0,"Current Employee, more than 1 year",Comcast Cable,"Great Benefits, Great Co-Workers, Good compensation",Hard to move from State to State and keep a job within the company.,2016-03-19, Project Manager
7404,5.0,Current Employee,Comm Tech 4,Comcast values their Employees!,I want back my 10hr days 3 days off! Not 5 8hr days.,2016-04-10, Anonymous Employee
7405,5.0,"Former Employee, more than 8 years",General Review,"- Great benefits 
- Opportunity for professional development available 
- Supportive Culture",- Very little movement in regional leadership,2016-04-24, Senior Manager
7406,1.0,Former Employee,Technical Support Rep Greenwood Village,"Co workers, PTO and sick time","Too many to list. They lie to you in the interview and tell you it's not a call center and you won't talk to any customers you'll just work tickets. They expect you to do everything take calls all day non stop, scheduled breaks and lunches. You can't speak to your coworkers about anything on the floor without being told to auto in. Typical call center avoid this place. I left and never looked back.",2016-05-06, 
7407,3.0,Former Employee,Project Manager II,"Great medical, dental and vision benefits. Opportunities for training and professional growth. Significant community  involvement through community volunteer  opportunities such as Comcast Cares Day.",Many areas still foster the good old boy network and would typically promote low performing men 'friends' over high performing women.,2016-05-20, Project Manager
7408,3.0,Former Employee,Managment,Friendly atmosphere overall. Fantastic rewards if you are in sales but as a call center agent there is nothing to get excited about except Jeans days,Although most of the people i met at Comcast were very nice my Manager constantly insulted and Mocked the Indian culture. Or just plain insulted everyone in our department with crude jokes and when confronted denied everything. Definitely a double standard,2016-05-20, Anonymous Employee
7409,4.0,"Current Employee, more than 8 years",good place to work,"relaxed work schedule, great benefits with lots of room for professional growth",Engineering Dept lacks structure and organization,2016-06-16, Engineering Ops Manager
7410,4.0,"Current Employee, more than 1 year",Good pay,"Pay, steady schedule, keeping things fun on the floor.","Customers, changing tools so often, 
Training",2016-07-17, Anonymous Employee
7411,4.0,"Current Employee, more than 1 year",Installation tech,Benefits / hours/ two sides of the week to choose from,Not enough pay for the amount of work,2016-07-29, Installation Technician
7412,4.0,Current Employee,Sales,The Benefits and Compensation Plan,"Stressful, High Quotas, Must be able to work in a fast pace environment and stay pleasant",2016-08-08, Anonymous Employee
7413,4.0,"Former Employee, more than 3 years",Opportunity to advance,easy to advance if you show initiative,"lots of politics within the office
still rate #1 in poor customer service",2016-08-09, Regional Operational Support Supervisor
7414,4.0,Former Employee,was nice,"good culture, very pro active and nice people",comcast service sucks and so my heart was not with the job,2016-09-22, Summer Intern
7415,4.0,Current Employee,Great Place to Start!,"Great Benefits, Great Pay, Very diverse",Not a lot of career progression,2016-10-03, 
