,rating,employee_type,review,pros,cons,date,job title
4733,3.0,"Former Employee, less than 1 year",Job easy/ Management difficult,"Hours (unlimited overtime)
Picking/ Packing(pretty easy)","Management it’s self did not take my mental health issues seriously and it felt like a bother to work there. (Duluth,GA)",2021-09-10, Online Grocery Pickup
4734,5.0,"Current Employee, more than 1 year",Wonderful,Everything there is absolutely positively nothing bad about this job whatsoever,Nothing I absolutely love it and will work here the rest of my life,2021-07-25, Sales Lady
4735,3.0,"Current Employee, less than 1 year",Boring Job,Nice people who help you.,"Benefits not good
Not engaging
Not growth.",2021-09-22, Anonymous Employee
4736,3.0,Former Employee,Average,Great co workers and work environment.,Not a lot of pto,2021-09-22, Cashier
4737,3.0,Former Employee,Ok job,"Great coworkers,
Flexible schedule
Easily transferable skills",Management could’ve used some improvement,2021-09-23, Cashier
4738,5.0,"Former Employee, more than 10 years",Intense,"Pay
Growth potential for career 
Diverse workforce 
Good too leaders","High pressure environment 
Expect a lot more than other company’s",2021-08-01, Store Manager
4739,5.0,Current Employee,Good job,"Nice people 
Good environment
Lots of hours",They don’t give enough pay,2021-08-06, Cashier
4740,3.0,"Current Employee, more than 1 year",Not worth it!,You'll learn how to work in a team environment,Customers are nasty and the chances of advancing are slim to none,2021-09-14, Retail Associate
4741,3.0,"Current Employee, less than 1 year",Good place to work and nice people,"The management at my store is good in my experience, everyone at the store is fairly nice and professional. Provides reasonable accomodations","Needs more asset protection and better pay, team leads could be more informative about changes regarding cdc guidelines and giving breaks & making sure people leave on time.",2021-08-11, Asset Protection Customer Host
4742,3.0,"Former Employee, less than 1 year",Good first job,They had good managers and good starting pay. Work hours vary with your manager and I had many understanding managers,As many good managers there were there were more bad managers. There was way too much drama to deal with within the store.,2021-08-11, Sales Associate/Cashier
4743,3.0,Former Employee,Retail,"Busy, decent benefits, decent pay",Long work hours. Hard to find people to work,2021-09-20, Anonymous Employee
4744,3.0,Former Employee,Salary,Not a bad job for a high school kid,Low pay and low benefits,2021-09-21, Cashier
4745,3.0,Former Employee,Okay,"Flexible , flexible schedule and very flexible",Atmosphere is so dead. No life .,2021-09-21, Cashier
4746,3.0,"Current Employee, more than 1 year","Too much work, not enough pay",Easy and can be fun,Limited opportunity for career advancement,2021-09-16, Customer Service Manager
4747,3.0,"Former Employee, more than 1 year",poor work life balance,"good work family, easy job","working every weekend, no paid time off, no beneifts",2021-09-18, Cashier
4748,5.0,"Current Employee, more than 3 years",Stocker,Very good hours up to 40 hours per weeks an lunch breaks are 1hr,I have none to say,2021-07-22, Stocker
4749,3.0,Current Employee,Great money for no real private life,Money is good as long as you bonus,Zero privacy including vacations and days off. Work as much as they deem fit.,2021-09-04, Retail Store Manager
4750,1.0,Current Employee,Walmart,Some coworkers can boost your day & have your back here.,"Management, Payment, No breaks, Under staffed, Treatment",2021-10-07, Walmart Associate
4751,2.0,"Current Employee, more than 8 years",Coach level,55K a year is a decent living,The reason they could bump up our pay is because they did away with the majority of our help so all stores are struggling.,2021-08-30, Coach
4752,4.0,"Current Employee, more than 1 year","Good place to work, no hassle","Stable job, lots of time for thinking","Low wage, difficult to grow within the company, if you are white male this is not right place for you at all",2021-07-08, Bakery/Deli Associate
4753,4.0,"Former Employee, less than 1 year",Orderfilling at walmart,"Pay is great
Attitude reflects work environment
20$+/hr","Extream temperatures somtimes
Labor intensive
Not good for mental health overall",2021-07-29, Orderfilling
4754,4.0,"Current Employee, more than 3 years",Team Lead,Pay and benefits are great.,"Fixed scheduling, opening one week and closing the next.",2021-08-04, Team Lead
4755,1.0,Former Employee,this was awful,"You can pick up extra shifts.
We got a paycheck every 2 weeks.
My co worker were hilarious.","Understaffed, overworked, always having to work overtime, micromanaged on certain things, lack of management (we don't have an HR person), going outside in thunderstorms to put groceries in customer's cars, it was filthy, squirrels in the back room, I cried after almost every shift, and a lot more.",2021-09-06, Cashier
4756,1.0,"Current Employee, more than 1 year",Working here makes you not want to shop here.,None none none none none,Horrible time off system. Points for absences. If you get 5 you're fired. No holidays off. They can change your schedule on a whim. I could go on.,2021-09-24, Cashier
4757,3.0,"Current Employee, less than 1 year",cap 2 working in warehouse,"pays fairly okay, people you work with work as a team, getting hours is no problem at all.","poor management, work environment is a little stressing, go to lunch late on certain days,",2021-08-09, Stocking TA
4758,3.0,Former Employee,All about the help,Good team and experience to take with you,"Management training, long shifts - you’re salary and stay till it’s all done",2021-09-13, Assistant Store Manager
4759,1.0,"Current Employee, more than 5 years",you can always fine the same hell that pays better,"free higher education, use it and then leave them",poor non-management that will talk your mind numb if you complain about what other teams are doing to your area.,2021-09-21, Store Team Leader
4760,2.0,"Former Employee, less than 1 year",It was okay,"Flexible, higher pay, lots of Pto",People were getting asked to do other jobs,2021-09-15, Pharmacy Technician
4761,3.0,"Former Employee, more than 1 year",Not enough staff,"6week paternity leave, bonuses every three months, high min wage",Not enough staff so you get overworked very easily,2021-09-16, Personal Shopper/OGP
4762,3.0,"Former Employee, less than 1 year","Decent pay, high work load, management issues",Competitive pay and good benefits,Work load and lack of good management,2021-09-17, Digital Personal Shopper
4763,3.0,Current Employee,Ehh,"Alright, decent pay, decent workplace","Toxic up front, people think their the boss when their not",2021-09-18, Front End Cashier
4764,3.0,"Current Employee, more than 3 years","Looking long term this is not it, Need a first time job this is it","Flexible hours, especially with with school
Great Co-workers
Decent pay depending on department
Variety
Pretty easy time off","Terrible upper management, they rarely do anything the first time you ask
Pay is unfair, they do not care about seniority
Front end management is better than backroom management
Corporate always has bad ideas they like to enforce(renovating to self check nearly exclusively is one of them)
Usually understaffed",2021-06-28, Walmart Cashier
4765,5.0,Current Employee,Ok company,The bonus during covid were great!,Management really isn’t trained doesn’t listen to your opinion,2021-08-02, Pharmacy Technician
4766,3.0,"Current Employee, less than 1 year",Decent Job,Walmart allows you to access your check in advance and even pull money from it (which is later deducted obviously from it) in case of an emergency. Decent PTO. You'll get the full 40 hours a week.,"Constant pressure, customers, food storage when the truck would come to deliver would be tricky at times because sometimes you have to ask for help with someone who has a forklift license as you have to unload from the actual truck if the dock is occupied",2021-07-17, Food Sales Associate
